age,income_man,credit_limit_man,balance_man,utilization_pct,num_products,months_active,num_late_3m,total_trans_amt,education_level,marital_status,default
32,418,500,86,17.2,4,110,1,16,고졸,기혼,1
23,481,280,96,34.3,5,11,1,531,대졸,미혼,0
68,299,360,112,31.1,3,43,1,78,대졸,기혼,0
23,621,460,336,73.0,5,18,2,207,대졸,미혼,1
27,439,300,151,50.3,1,65,0,31,대학원졸,이혼,0
38,186,510,547,107.3,5,85,1,10,대학원졸,미혼,1
24,248,430,402,93.5,3,118,1,128,고졸,미혼,1
25,340,870,243,27.9,2,1,0,531,고졸,기혼,0
62,717,1020,276,27.1,4,20,0,219,대졸,기혼,0
46,266,430,64,14.9,1,62,0,87,대졸,기혼,0
23,100,100,74,74.0,2,119,1,324,고졸,미혼,1
25,513,340,159,46.8,3,108,0,182,대졸,미혼,0
61,576,750,364,48.5,2,56,1,117,대졸,기혼,1
25,318,630,646,102.5,4,116,0,60,대졸,기혼,1
67,768,1800,839,46.6,1,70,1,196,고졸,미혼,0
59,178,310,254,81.9,3,30,0,101,대졸,기혼,0
23,471,820,679,82.8,4,116,0,897,고졸,미혼,0
59,559,1450,841,58.0,4,23,0,48,고졸,기혼,0
32,235,300,147,49.0,4,16,0,120,대학원졸,기혼,0
66,100,230,183,79.6,1,109,1,358,대졸,기혼,1
44,338,960,109,11.4,2,80,0,578,고졸,기혼,0
47,497,500,354,70.8,5,110,2,124,대졸,기혼,1
35,100,250,59,23.6,2,56,0,10,대졸,기혼,0
69,317,460,331,72.0,4,109,0,124,대졸,미혼,0
22,139,300,308,102.7,4,34,1,176,고졸,이혼,1
34,515,1190,359,30.2,4,64,1,266,대졸,기혼,1
39,391,330,232,70.3,4,31,0,26,고졸,이혼,0
41,257,590,146,24.7,4,52,0,197,고졸,미혼,0
51,427,310,106,34.2,2,105,1,116,대학원졸,이혼,1
62,407,840,176,21.0,2,74,1,420,대졸,기혼,1
63,317,280,245,87.5,5,118,0,10,고졸,기혼,0
47,422,330,194,58.8,3,50,0,923,대졸,미혼,1
45,392,840,832,99.0,3,4,0,335,대졸,기혼,1
30,358,950,375,39.5,4,72,0,171,고졸,이혼,0
36,150,180,26,14.4,4,51,1,85,고졸,기혼,1
26,243,490,448,91.4,5,100,1,16,대졸,기혼,1
50,237,240,87,36.2,1,25,0,541,대졸,이혼,0
55,210,540,469,86.9,3,99,0,15,고졸,미혼,0
36,420,420,198,47.1,5,71,0,290,대졸,미혼,0
49,227,320,199,62.2,3,92,1,650,고졸,기혼,1
65,234,140,54,38.6,4,80,1,317,대졸,기혼,1
50,532,740,542,73.2,1,16,1,151,대졸,기혼,1
26,469,480,141,29.4,3,111,2,547,고졸,미혼,0
28,388,230,142,61.7,3,22,1,24,대졸,기혼,0
32,549,1540,888,57.7,5,34,0,975,고졸,기혼,0
46,287,350,86,24.6,5,32,0,204,고졸,기혼,1
65,257,220,222,100.9,5,87,0,106,대졸,미혼,0
29,130,220,133,60.5,3,83,1,284,고졸,기혼,0
63,101,280,138,49.3,4,76,2,71,대학원졸,기혼,0
69,122,350,202,57.7,1,80,0,22,대졸,기혼,0
42,,410,269,65.6,2,33,1,382,대졸,미혼,0
50,190,550,447,81.3,3,97,0,433,대졸,미혼,1
39,381,830,554,66.7,4,52,0,131,대졸,기혼,0
29,194,160,101,63.1,2,56,1,164,대졸,기혼,1
22,345,920,170,18.5,5,57,1,305,,기혼,0
69,498,920,528,57.4,1,6,1,95,,기혼,0
53,610,760,238,31.3,2,114,1,103,대졸,미혼,1
63,384,890,780,87.6,4,77,0,22,,미혼,0
50,455,1090,257,23.6,3,57,1,35,고졸,미혼,1
49,153,400,131,32.8,5,4,0,23,대졸,기혼,1
55,389,1140,375,32.9,3,91,1,19,대졸,미혼,0
52,159,340,328,96.5,3,7,0,51,대졸,미혼,1
65,510,1360,635,46.7,1,89,1,92,고졸,미혼,0
23,348,280,43,15.4,5,4,0,181,고졸,기혼,0
47,146,240,172,71.7,3,94,2,681,대졸,미혼,1
46,100,140,29,20.7,3,118,2,315,대졸,기혼,1
55,370,1070,905,84.6,1,78,0,67,,기혼,0
37,160,280,66,23.6,4,16,1,35,대졸,기혼,1
25,378,790,864,109.4,4,88,1,141,대학원졸,미혼,1
48,343,800,563,70.4,3,80,0,40,대졸,기혼,0
29,530,850,396,46.6,3,75,0,92,대학원졸,기혼,0
40,294,590,633,107.3,3,101,0,20,대학원졸,미혼,1
62,383,630,309,49.0,3,72,1,170,대학원졸,미혼,1
69,384,930,572,61.5,2,13,1,41,대졸,이혼,0
37,432,730,591,81.0,4,56,0,1157,고졸,기혼,0
25,149,390,112,28.7,3,50,0,529,대졸,미혼,1
66,335,940,653,69.5,1,71,1,425,대졸,기혼,0
60,296,680,302,44.4,3,86,2,100,대졸,미혼,0
67,240,400,163,40.8,2,112,0,16,고졸,기혼,0
65,253,380,69,18.2,1,15,0,389,대졸,미혼,0
25,285,610,62,10.2,5,71,2,172,대졸,미혼,0
69,333,780,125,16.0,3,69,1,199,,미혼,0
64,528,1330,142,10.7,1,110,0,236,대졸,미혼,0
27,223,630,605,96.0,5,8,1,18,대학원졸,기혼,1
49,506,660,488,73.9,3,108,0,72,대졸,미혼,0
56,377,300,237,79.0,5,115,1,176,대졸,미혼,1
34,442,1300,1032,79.4,5,68,0,101,대졸,미혼,0
40,616,1220,506,41.5,2,2,1,149,고졸,이혼,0
23,232,360,266,73.9,2,16,0,172,대졸,기혼,0
29,445,990,328,33.1,2,77,2,49,대졸,기혼,0
45,473,410,234,57.1,1,114,0,639,,기혼,0
40,543,1560,1675,107.4,4,40,0,279,고졸,기혼,1
27,425,820,848,103.4,4,72,0,266,대졸,이혼,0
45,375,1090,979,89.8,1,37,0,50,대졸,기혼,0
35,233,410,149,36.3,4,47,0,10,대학원졸,기혼,0
36,443,780,530,67.9,4,119,0,120,대학원졸,기혼,0
48,343,990,315,31.8,3,101,0,13,대졸,기혼,0
53,321,340,339,99.7,1,75,1,239,,기혼,1
43,163,290,192,66.2,1,72,0,93,고졸,기혼,0
62,374,820,392,47.8,2,18,0,80,고졸,미혼,0
59,269,770,428,55.6,3,115,0,444,대졸,기혼,0
38,377,980,880,89.8,1,64,1,926,대학원졸,미혼,1
38,399,620,427,68.9,5,69,1,324,대졸,기혼,1
25,345,520,538,103.5,5,114,1,122,대졸,기혼,1
55,417,1220,759,62.2,2,81,0,335,대졸,기혼,0
53,100,230,206,89.6,3,24,0,15,대학원졸,기혼,0
38,485,390,191,49.0,5,47,0,214,대학원졸,기혼,0
38,677,730,518,71.0,3,115,1,144,대졸,미혼,1
50,380,270,269,99.6,1,39,0,116,대졸,기혼,0
68,355,600,515,85.8,2,24,1,290,대졸,미혼,0
35,340,730,495,67.8,3,17,2,204,대학원졸,기혼,0
26,271,500,446,89.2,3,56,0,369,대학원졸,기혼,0
41,236,410,413,100.7,3,72,1,103,대학원졸,미혼,1
42,453,440,202,45.9,4,7,0,91,대졸,미혼,1
69,310,930,900,96.8,4,54,0,366,대학원졸,기혼,1
65,447,270,161,59.6,4,51,1,20,대졸,기혼,0
23,569,400,228,57.0,4,106,0,83,대졸,기혼,0
69,366,330,196,59.4,5,109,0,18,대졸,기혼,0
62,451,1080,715,66.2,3,27,1,48,대졸,미혼,1
29,159,260,194,74.6,3,34,0,115,고졸,미혼,0
39,261,350,165,47.1,4,89,2,66,고졸,이혼,1
37,371,1080,771,71.4,3,75,1,339,대졸,기혼,0
65,670,840,454,54.0,2,106,2,823,고졸,기혼,0
67,587,850,833,98.0,4,23,1,10,대졸,기혼,1
67,247,380,383,100.8,5,31,0,24,고졸,이혼,1
61,425,1070,1064,99.4,4,34,1,177,대학원졸,미혼,1
35,268,720,347,48.2,3,115,0,305,대졸,이혼,0
23,391,1160,121,10.4,4,56,0,27,대학원졸,기혼,0
37,532,1250,844,67.5,3,90,0,143,대졸,기혼,0
66,284,830,285,34.3,3,39,0,22,대졸,기혼,0
28,636,520,369,71.0,2,92,1,305,대학원졸,기혼,0
43,100,170,51,30.0,2,56,0,50,대졸,미혼,0
28,312,200,176,88.0,3,17,0,141,고졸,기혼,1
54,230,440,347,78.9,5,9,0,27,대학원졸,미혼,0
50,266,690,628,91.0,2,72,1,387,대학원졸,기혼,1
56,485,880,730,83.0,2,69,0,572,대졸,기혼,0
66,628,1400,878,62.7,2,83,0,555,,기혼,0
58,231,470,130,27.7,4,109,1,240,대학원졸,미혼,0
47,409,580,164,28.3,3,119,0,65,,미혼,0
68,332,770,332,43.1,4,41,2,149,대졸,미혼,0
44,293,270,195,72.2,4,96,1,16,대졸,미혼,1
56,189,480,288,60.0,5,20,1,149,,기혼,0
58,462,780,558,71.5,1,26,0,96,대졸,기혼,0
36,247,180,170,94.4,5,36,0,298,,미혼,0
59,,520,332,63.8,5,108,1,213,고졸,미혼,0
66,179,300,155,51.7,4,63,2,106,대졸,미혼,0
27,557,1640,1503,91.6,5,58,0,211,대졸,기혼,1
30,473,710,242,34.1,1,38,0,629,대졸,미혼,0
45,412,830,294,35.4,3,104,1,240,고졸,기혼,0
40,538,450,85,18.9,2,99,2,569,대학원졸,기혼,1
57,139,310,311,100.3,2,94,0,301,대학원졸,이혼,0
31,359,320,332,103.8,3,94,1,501,대졸,기혼,1
39,413,620,436,70.3,4,2,0,640,대학원졸,미혼,0
47,364,490,205,41.8,3,10,1,188,대학원졸,이혼,0
44,204,410,237,57.8,1,115,0,93,대졸,기혼,0
59,215,350,353,100.9,3,15,1,108,고졸,기혼,1
33,161,270,127,47.0,1,67,0,23,고졸,기혼,0
33,250,300,309,103.0,4,76,0,87,대학원졸,미혼,1
24,569,1620,315,19.4,3,45,0,85,대졸,미혼,1
55,441,1320,654,49.5,2,38,0,126,대졸,기혼,0
51,118,270,162,60.0,1,97,0,33,대졸,이혼,0
51,461,1160,1210,104.3,4,77,0,75,대졸,미혼,1
37,388,320,175,54.7,5,107,1,30,대졸,미혼,0
62,251,240,84,35.0,1,95,3,34,대학원졸,미혼,0
49,462,370,225,60.8,5,55,3,365,고졸,기혼,1
30,303,390,230,59.0,3,100,0,562,대졸,미혼,0
45,464,670,346,51.6,4,52,0,167,대졸,이혼,0
41,492,460,149,32.4,5,20,0,92,대학원졸,기혼,0
30,312,580,150,25.9,3,9,0,96,대졸,이혼,0
53,599,490,147,30.0,4,84,1,20,대졸,기혼,1
64,356,930,1017,109.4,5,47,0,522,대졸,기혼,0
35,282,760,184,24.2,3,4,0,53,대졸,미혼,1
31,327,890,517,58.1,5,109,0,273,,이혼,0
31,531,850,899,105.8,3,60,1,74,고졸,미혼,1
61,,580,175,30.2,5,27,0,103,대졸,기혼,0
64,497,1470,1446,98.4,1,3,1,176,대졸,기혼,1
35,421,970,611,63.0,1,76,1,199,대학원졸,미혼,0
27,460,1280,1027,80.2,5,22,0,29,고졸,기혼,0
44,312,750,106,14.1,4,6,1,100,대졸,미혼,0
35,100,180,156,86.7,4,75,2,47,대학원졸,기혼,1
36,492,350,183,52.3,5,87,0,407,고졸,기혼,0
33,100,100,18,18.0,3,91,0,319,대졸,기혼,0
23,136,100,37,37.0,1,43,1,210,,기혼,0
61,377,730,111,15.2,5,28,1,614,대학원졸,미혼,0
26,647,530,138,26.0,4,64,0,143,대졸,미혼,0
39,243,690,728,105.5,3,115,0,384,고졸,미혼,1
51,413,640,426,66.6,3,56,1,258,대졸,기혼,0
36,194,480,327,68.1,5,28,0,234,고졸,기혼,0
66,309,360,302,83.9,4,52,1,153,고졸,기혼,1
47,388,610,270,44.3,2,10,0,34,대졸,기혼,1
53,169,300,136,45.3,2,21,0,75,고졸,미혼,0
42,190,470,300,63.8,4,111,1,32,대졸,기혼,0
25,100,240,56,23.3,4,4,1,134,고졸,기혼,0
31,332,590,504,85.4,5,73,0,86,대학원졸,기혼,0
36,219,480,420,87.5,1,90,1,353,대졸,기혼,0
58,108,210,122,58.1,5,76,1,188,고졸,기혼,1
65,491,1410,1457,103.3,4,93,0,17,대학원졸,미혼,1
65,246,260,110,42.3,3,84,0,10,고졸,기혼,0
50,286,210,164,78.1,1,72,2,14,고졸,미혼,0
33,522,300,80,26.7,3,100,0,10,대졸,미혼,0
38,214,130,116,89.2,2,69,0,151,대학원졸,미혼,0
33,402,490,357,72.9,3,65,1,412,대졸,기혼,1
42,326,470,64,13.6,4,47,1,31,고졸,기혼,0
44,278,330,54,16.4,2,8,0,118,고졸,미혼,1
60,220,210,167,79.5,5,12,1,14,고졸,이혼,1
25,402,940,612,65.1,3,53,0,149,대졸,기혼,0
30,408,900,91,10.1,1,79,1,281,고졸,기혼,0
30,100,240,64,26.7,3,85,2,910,고졸,기혼,0
35,455,1290,1026,79.5,2,19,0,178,대학원졸,기혼,0
59,337,440,341,77.5,4,62,0,64,고졸,기혼,0
29,204,170,119,70.0,1,117,0,510,대졸,기혼,0
31,359,430,368,85.6,2,88,0,37,대졸,기혼,0
31,203,330,308,93.3,2,42,0,129,,기혼,1
22,521,1160,335,28.9,4,71,0,282,,미혼,0
61,433,770,743,96.5,4,46,1,793,대졸,미혼,1
30,100,100,67,67.0,2,98,0,589,대졸,기혼,0
58,357,400,145,36.2,5,45,1,215,고졸,기혼,0
36,600,1390,1338,96.3,1,99,1,57,고졸,미혼,1
50,348,780,531,68.1,4,62,0,45,대학원졸,기혼,0
27,419,280,164,58.6,3,114,1,341,고졸,이혼,0
40,362,320,180,56.2,1,44,1,10,대학원졸,기혼,0
51,248,540,277,51.3,4,72,1,183,대졸,기혼,0
28,333,530,213,40.2,1,41,0,113,대졸,기혼,0
25,263,650,252,38.8,2,89,0,74,고졸,기혼,0
22,187,200,108,54.0,2,119,0,75,고졸,기혼,0
46,403,1020,918,90.0,4,82,2,48,대학원졸,미혼,0
39,398,920,282,30.7,2,78,0,118,고졸,미혼,0
44,482,730,501,68.6,1,42,0,486,대졸,미혼,0
48,372,940,676,71.9,1,67,1,254,대졸,이혼,1
52,126,140,89,63.6,2,111,0,85,대졸,기혼,0
41,362,260,65,25.0,1,83,0,219,대졸,기혼,0
29,318,870,741,85.2,4,14,0,81,대졸,미혼,0
64,358,520,74,14.2,4,51,1,142,고졸,미혼,0
33,580,510,195,38.2,3,71,0,129,대졸,기혼,0
64,324,500,129,25.8,2,98,1,391,고졸,미혼,0
43,272,660,613,92.9,2,106,0,51,고졸,기혼,1
48,363,610,411,67.4,3,83,0,672,대졸,미혼,0
34,525,1360,432,31.8,3,83,1,61,대졸,기혼,1
54,342,500,360,72.0,5,90,2,444,대학원졸,기혼,0
30,100,210,55,26.2,4,33,4,77,대학원졸,기혼,0
65,303,170,25,14.7,1,62,1,86,대학원졸,기혼,0
66,340,670,294,43.9,1,75,0,35,고졸,미혼,0
47,198,550,437,79.5,3,75,1,135,대졸,미혼,1
46,233,490,519,105.9,4,44,0,329,대졸,이혼,0
59,101,100,53,53.0,5,51,0,10,대졸,기혼,0
49,553,720,366,50.8,5,117,1,39,대졸,기혼,1
33,643,1590,1028,64.7,5,102,0,78,대학원졸,미혼,0
69,412,460,496,107.8,1,103,1,29,고졸,기혼,1
48,459,1250,1275,102.0,3,27,0,262,대졸,기혼,1
63,100,180,46,25.6,1,82,0,125,고졸,미혼,0
66,255,180,188,104.4,1,56,0,18,고졸,미혼,0
65,368,330,65,19.7,1,111,1,268,대학원졸,이혼,0
68,100,260,192,73.8,4,1,2,16,고졸,미혼,1
24,495,1260,1344,106.7,3,17,1,81,대학원졸,기혼,1
44,415,730,132,18.1,2,87,0,344,대졸,기혼,0
41,401,430,178,41.4,2,78,1,106,,미혼,1
32,333,310,300,96.8,2,109,2,64,고졸,미혼,1
45,384,200,164,82.0,2,35,0,422,대학원졸,이혼,0
33,525,650,263,40.5,1,56,2,133,고졸,이혼,0
40,382,860,105,12.2,1,30,0,717,고졸,미혼,0
30,281,840,847,100.8,2,23,2,230,,기혼,0
43,189,480,222,46.2,5,18,1,68,대졸,이혼,0
24,640,810,244,30.1,3,111,0,10,대졸,기혼,0
42,450,1330,537,40.4,5,18,0,34,대학원졸,미혼,0
32,100,240,110,45.8,5,90,0,20,고졸,기혼,0
30,443,630,552,87.6,3,20,0,12,고졸,기혼,0
43,422,290,76,26.2,3,27,0,163,대졸,기혼,0
24,461,880,394,44.8,4,31,0,557,대졸,기혼,0
41,125,130,55,42.3,4,114,1,733,대졸,기혼,1
69,229,660,402,60.9,5,118,1,721,대졸,미혼,0
35,339,590,116,19.7,4,80,0,22,고졸,기혼,0
29,553,730,508,69.6,1,3,1,93,대졸,기혼,0
24,235,360,358,99.4,1,20,1,101,대졸,기혼,0
44,381,770,160,20.8,2,103,0,102,대졸,이혼,0
50,100,100,83,83.0,5,49,1,43,대졸,이혼,0
39,477,710,90,12.7,1,86,1,66,고졸,미혼,0
24,248,350,371,106.0,5,8,0,156,대학원졸,기혼,1
42,522,970,998,102.9,5,96,0,62,대학원졸,미혼,1
48,277,610,480,78.7,3,57,1,30,대학원졸,미혼,1
67,473,520,525,101.0,2,36,0,487,대학원졸,기혼,1
51,359,730,271,37.1,2,25,1,103,대졸,기혼,0
29,213,290,308,106.2,4,10,1,490,대졸,기혼,1
57,562,420,77,18.3,4,11,1,66,고졸,기혼,0
59,297,540,404,74.8,2,65,3,150,대학원졸,이혼,1
32,469,1380,364,26.4,4,53,0,114,대졸,기혼,0
46,325,920,410,44.6,1,49,1,218,대졸,기혼,0
58,538,1480,162,10.9,2,101,0,10,대졸,미혼,0
27,349,840,238,28.3,3,63,0,376,대졸,미혼,0
46,206,230,247,107.4,4,115,0,91,고졸,이혼,1
27,501,1350,1247,92.4,2,89,0,307,고졸,기혼,0
57,302,630,687,109.0,1,94,1,12,대졸,이혼,1
59,438,910,771,84.7,4,113,1,18,고졸,기혼,0
67,542,1040,346,33.3,3,1,0,57,대졸,미혼,1
25,194,330,207,62.7,5,19,1,119,대졸,미혼,0
27,451,1030,730,70.9,2,93,0,17,대졸,기혼,0
55,451,820,155,18.9,5,72,1,158,대학원졸,미혼,0
55,522,260,143,55.0,1,84,2,77,대학원졸,기혼,0
57,329,310,249,80.3,5,82,1,170,대학원졸,미혼,0
48,338,780,750,96.2,4,76,1,115,대학원졸,미혼,1
39,100,170,53,31.2,1,68,1,108,대졸,미혼,0
45,221,580,507,87.4,4,78,0,237,대학원졸,미혼,0
36,518,700,578,82.6,3,42,3,444,고졸,기혼,0
42,100,120,51,42.5,1,72,0,18,대졸,기혼,0
69,141,100,24,24.0,2,100,1,167,고졸,미혼,0
39,437,310,120,38.7,2,47,1,735,대졸,이혼,1
37,519,1130,501,44.3,1,16,0,514,대졸,미혼,0
61,443,390,224,57.4,1,40,1,383,대졸,기혼,1
31,399,220,116,52.7,4,34,0,80,대학원졸,미혼,0
37,300,820,655,79.9,5,21,0,193,대학원졸,미혼,0
52,298,850,796,93.6,5,83,1,346,대졸,이혼,1
46,478,810,578,71.4,4,85,1,346,대졸,기혼,0
27,557,700,317,45.3,2,71,1,83,대졸,이혼,0
32,222,320,318,99.4,2,95,0,246,대졸,기혼,0
57,311,440,314,71.4,5,4,0,650,대졸,미혼,1
46,354,210,112,53.3,5,13,0,347,대졸,이혼,0
40,265,470,197,41.9,5,57,1,91,,미혼,1
65,353,380,68,17.9,4,13,0,488,고졸,기혼,0
25,520,530,530,100.0,3,9,1,269,대졸,미혼,1
35,100,150,62,41.3,5,57,0,119,고졸,기혼,0
63,308,320,277,86.6,1,107,0,330,고졸,미혼,0
22,301,180,190,105.6,4,13,0,111,대졸,기혼,1
58,573,1710,435,25.4,3,55,1,182,대졸,기혼,0
25,146,440,388,88.2,4,96,0,664,대졸,기혼,0
43,,1360,918,67.5,1,85,0,13,고졸,미혼,0
22,263,320,327,102.2,2,32,0,58,대졸,기혼,1
56,417,1150,1220,106.1,1,90,0,19,대졸,미혼,0
67,207,330,34,10.3,1,39,1,113,대학원졸,이혼,0
61,242,380,100,26.3,5,112,0,77,대학원졸,미혼,0
24,326,480,165,34.4,3,78,1,55,고졸,미혼,1
30,403,850,354,41.6,1,113,1,59,,이혼,1
27,518,1390,1351,97.2,5,51,0,190,고졸,기혼,0
69,593,1540,1038,67.4,5,15,0,54,고졸,기혼,0
69,343,980,766,78.2,1,71,0,199,대졸,미혼,0
54,488,360,94,26.1,5,87,1,265,대학원졸,기혼,0
33,328,960,777,80.9,3,3,0,114,대졸,미혼,1
44,238,210,166,79.0,1,53,0,148,대졸,미혼,1
29,228,220,26,11.8,4,55,0,107,대졸,미혼,0
28,484,910,456,50.1,2,50,0,16,고졸,기혼,0
64,426,690,625,90.6,1,61,1,43,고졸,미혼,1
24,367,460,59,12.8,3,35,1,82,대졸,기혼,1
56,529,640,408,63.7,3,24,1,46,대학원졸,미혼,0
23,286,830,127,15.3,1,112,0,133,대졸,기혼,0
53,425,570,581,101.9,3,39,0,17,고졸,미혼,0
65,741,1820,1558,85.6,4,69,0,11,고졸,미혼,0
67,349,870,428,49.2,5,42,1,170,고졸,기혼,1
46,238,690,275,39.9,2,9,0,714,고졸,이혼,1
41,239,690,751,108.8,1,16,1,129,고졸,기혼,1
25,433,970,544,56.1,3,87,1,10,대학원졸,기혼,1
59,338,510,238,46.7,4,103,0,173,대졸,기혼,0
27,374,430,97,22.6,3,2,2,290,대졸,미혼,1
58,100,120,15,12.5,1,40,3,262,대졸,기혼,1
69,277,210,144,68.6,4,9,0,394,대학원졸,이혼,0
68,618,1270,1277,100.6,2,117,1,42,대학원졸,기혼,1
47,386,920,1002,108.9,5,17,0,140,대졸,미혼,0
33,230,180,22,12.2,2,48,0,494,대졸,기혼,0
43,376,770,732,95.1,2,82,0,413,고졸,기혼,1
63,212,140,128,91.4,1,29,0,69,대학원졸,기혼,0
24,302,180,50,27.8,2,42,0,16,대졸,기혼,0
68,583,1000,586,58.6,5,24,0,10,고졸,기혼,0
27,344,550,344,62.5,1,39,1,54,대학원졸,미혼,0
59,348,730,462,63.3,1,76,0,98,,이혼,0
34,463,1120,985,87.9,1,89,0,93,고졸,미혼,0
45,553,430,134,31.2,1,74,0,345,대학원졸,기혼,0
57,341,780,613,78.6,3,29,1,237,대졸,이혼,1
51,,670,223,33.3,4,87,2,102,고졸,기혼,0
38,294,500,262,52.4,1,67,0,211,고졸,기혼,0
51,327,900,533,59.2,5,40,0,65,대졸,미혼,0
40,148,120,43,35.8,4,91,0,202,대졸,미혼,0
37,161,430,295,68.6,2,31,1,371,대학원졸,미혼,0
53,142,370,115,31.1,5,75,0,185,대졸,미혼,0
37,327,710,653,92.0,2,79,0,354,대졸,미혼,0
25,498,1400,1415,101.1,2,119,1,90,대졸,미혼,1
23,,420,431,102.6,1,36,1,153,대졸,미혼,1
48,254,200,197,98.5,3,97,2,204,대졸,기혼,1
67,530,640,366,57.2,5,33,0,287,고졸,미혼,0
31,334,640,681,106.4,2,96,0,93,대졸,기혼,0
30,530,910,419,46.0,3,79,1,10,대졸,기혼,0
62,273,690,736,106.7,5,2,0,24,대학원졸,기혼,1
66,,470,383,81.5,5,8,0,262,고졸,미혼,0
37,524,670,597,89.1,3,76,0,530,고졸,미혼,0
44,371,940,322,34.3,5,38,0,26,대졸,미혼,0
44,421,1160,440,37.9,4,80,1,94,고졸,기혼,1
23,463,1050,856,81.5,4,90,1,90,고졸,기혼,1
27,481,990,815,82.3,2,52,1,28,대졸,미혼,0
50,100,120,80,66.7,1,94,0,174,대학원졸,기혼,0
43,264,770,253,32.9,5,89,0,94,대졸,기혼,0
42,416,1020,996,97.6,1,102,0,355,고졸,기혼,0
31,377,640,185,28.9,3,44,0,89,고졸,기혼,0
52,228,520,289,55.6,1,116,0,34,대학원졸,이혼,0
49,,160,89,55.6,4,109,0,94,고졸,이혼,0
32,100,130,78,60.0,4,102,0,64,대학원졸,기혼,0
25,149,100,51,51.0,3,17,0,45,대졸,기혼,0
52,195,110,120,109.1,3,26,1,286,대졸,이혼,1
30,302,810,671,82.8,3,95,1,144,대학원졸,기혼,1
56,380,640,373,58.3,3,40,0,99,고졸,이혼,0
28,381,1060,969,91.4,3,102,0,504,대학원졸,기혼,1
48,250,350,59,16.9,2,26,1,314,대졸,미혼,0
69,507,1470,558,38.0,1,19,1,51,고졸,미혼,0
62,417,270,89,33.0,2,36,0,64,대학원졸,기혼,0
56,308,670,116,17.3,4,119,0,439,대학원졸,미혼,0
44,163,130,100,76.9,4,24,0,243,대졸,미혼,0
24,142,290,127,43.8,3,7,1,18,고졸,미혼,1
33,100,230,163,70.9,2,16,0,131,대졸,기혼,0
38,491,770,307,39.9,5,17,0,10,대학원졸,기혼,0
69,572,540,126,23.3,5,102,0,362,대졸,미혼,0
65,347,610,447,73.3,3,60,1,10,대졸,미혼,1
34,300,620,362,58.4,1,16,0,108,대학원졸,기혼,0
31,436,770,298,38.7,1,99,2,577,대졸,기혼,1
22,426,670,349,52.1,5,73,0,69,대졸,기혼,0
42,397,690,149,21.6,1,19,0,298,대졸,미혼,0
35,341,450,491,109.1,3,31,1,430,대졸,기혼,1
56,181,490,90,18.4,5,71,2,278,고졸,미혼,0
48,542,570,268,47.0,2,13,0,617,대졸,이혼,0
29,348,660,452,68.5,5,50,1,61,고졸,미혼,1
52,283,540,86,15.9,5,117,0,54,대학원졸,미혼,0
56,210,390,145,37.2,2,9,1,286,대졸,이혼,0
50,313,470,162,34.5,4,74,0,246,대졸,기혼,0
35,474,1230,1121,91.1,4,32,0,122,대졸,기혼,1
34,100,210,26,12.4,1,105,0,29,대졸,미혼,1
40,267,760,208,27.4,2,104,0,33,대졸,기혼,0
65,379,330,295,89.4,5,13,1,355,대졸,기혼,0
55,100,160,88,55.0,1,39,1,106,고졸,기혼,0
27,206,500,494,98.8,4,28,1,46,대졸,미혼,1
53,270,730,545,74.7,2,113,0,47,고졸,미혼,0
51,330,800,466,58.2,3,26,0,26,대졸,기혼,0
35,452,520,66,12.7,4,30,0,59,대학원졸,기혼,0
59,283,550,246,44.7,1,92,0,162,대졸,미혼,0
37,,420,210,50.0,2,49,0,280,대졸,이혼,0
67,642,1270,1181,93.0,3,69,0,21,대졸,기혼,0
25,520,1500,243,16.2,4,114,0,168,대졸,기혼,0
37,118,350,230,65.7,1,81,0,102,대졸,미혼,0
29,314,380,417,109.7,4,106,0,629,대학원졸,기혼,1
39,389,1160,819,70.6,1,83,0,97,고졸,이혼,0
35,414,910,443,48.7,2,90,1,603,대졸,미혼,0
23,148,270,211,78.1,3,19,0,88,대졸,미혼,0
55,266,570,79,13.9,4,84,0,565,대학원졸,기혼,0
46,282,250,73,29.2,2,76,2,182,대졸,미혼,0
52,409,820,182,22.2,5,70,0,101,고졸,미혼,0
41,253,750,716,95.5,1,83,1,193,고졸,기혼,1
43,323,880,662,75.2,3,112,0,15,대학원졸,기혼,0
58,228,550,220,40.0,4,18,0,60,,미혼,0
49,343,370,108,29.2,1,65,0,546,고졸,미혼,0
53,515,830,785,94.6,4,94,0,85,대학원졸,기혼,1
66,409,620,218,35.2,5,31,1,304,,이혼,1
24,208,260,149,57.3,5,27,1,30,고졸,미혼,0
